id,label
405,E
406,B
407,G
408,E
409,C
410,L
411,F
412,E
413,G
414,G
415,J
416,E
417,E
418,F
419,K
420,L
421,G
422,K
423,G
424,B
425,A
426,G
427,B
428,J
429,A
430,K
431,E
432,E
433,J
434,A
435,K
436,L
437,F
438,D
439,B
440,C
441,E
442,G
443,J
444,E
445,B
446,K
447,G
448,A
449,J
450,A
451,G
452,C
453,A
454,L
455,K
456,J
457,G
458,K
459,B
460,L
461,A
462,B
463,A
464,A
465,B
466,J
467,D
468,B
469,K
470,B
471,A
472,A
473,E
474,B
475,E
476,L
477,A
478,A
479,A
480,B
481,B
482,A
483,E
484,L
485,B
486,A
487,A
488,K
489,F
490,L
491,C
492,K
493,A
494,D
495,K
496,G
497,G
498,A
499,E
500,A
501,G
502,E
503,A
504,D
505,A
506,F
507,A
508,A
509,F
510,B
511,G
512,A
513,A
514,F
515,J
516,A
517,E
518,C
519,K
520,A
521,K
522,B
523,A
524,K
525,B
526,A
527,K
528,A
529,J
530,D
531,B
532,B
533,C
534,E
535,B
536,K
537,A
538,K
539,A
540,L
541,D
542,B
543,E
544,K
545,J
546,A
547,A
548,E
549,C
550,L
551,D
552,G
553,B
554,L
555,B
556,A
557,A
558,E
559,L
560,G
561,C
562,B
563,A
564,J
565,G
566,D
567,K
568,A
569,B
570,A
571,E
572,L
573,L
574,E
575,A
576,J
577,E
578,G
579,A
580,D
581,K
582,L
583,J
584,K
585,E
586,B
587,L
588,B
589,L
590,L
591,C
592,B
593,G
594,A
595,C
596,A
597,J
598,K
599,E
600,B
601,G
602,J
603,B
604,J
605,C
606,C
607,D
608,G
609,A
610,B
611,B
612,A
613,F
614,F
615,K
616,B
617,K
618,G
619,G
620,A
621,A
622,B
623,E
624,B
625,C
626,F
627,G
628,F
629,F
630,K
631,A
632,K
633,E
634,E
635,E
636,E
637,K
638,J
639,E
640,K
641,E
642,B
643,C
644,E
645,J
646,F
647,G
648,D
649,D
650,K
651,F
652,A
653,D
654,L
655,A
656,G
657,B
658,C
659,C
660,K
661,F
662,A
663,E
664,L
665,A
666,J
667,J
668,G
669,G
670,J
671,K
672,A
673,F
674,A
675,E
676,A
677,C
678,K
679,K
680,J
681,C
682,E
683,F
684,K
685,L
686,A
687,A
688,B
689,C
690,G
691,A
692,A
693,A
694,E
695,G
696,A
697,G
698,E
699,A
700,D
701,E
702,L
703,G
704,B
705,G
706,G
707,A
708,C
709,A
710,L
711,D
712,A
713,A
714,F
715,J
716,A
717,E
718,C
719,A
720,K
721,C
722,K
723,L
724,J
725,G
726,B
727,G
728,B
729,E
730,A
731,G
732,L
733,E
734,A
735,J
736,A
737,E
738,D
739,A
740,B
741,L
742,K
743,G
744,A
745,L
746,B
747,E
748,A
749,B
750,E
751,E
752,L
753,G
754,B
755,B
756,B
757,L
758,L
759,B
760,L
761,B
762,K
763,C
764,E
765,K
766,K
767,A
768,B
769,A
770,G
771,G
772,A
773,B
774,K
775,A
776,B
777,E
778,D
779,G
780,J
781,B
782,A
783,G
784,E
785,E
786,E
787,A
788,J
789,E
790,K
791,K
792,E
793,K
794,L
795,E
796,L
797,E
798,K
799,D
800,K
801,A
802,B
803,E
804,L
805,G
806,A
807,E
808,A
809,G
810,C
811,B
812,B
813,E
814,F
815,D
816,A
817,B
818,A
819,K
820,F
821,L
822,J
823,E
824,E
825,J
826,A
827,J
828,G
829,F
830,K
831,J
832,A
833,E
834,A
835,A
836,E
837,G
838,B
839,D
840,A
841,A
842,A
843,E
844,A
845,K
846,D
847,E
848,E
849,B
850,C
851,E
852,A
853,G
854,D
855,E
856,E
857,G
858,G
859,G
860,A
861,A
862,K
863,E
864,J
865,A
866,G
867,B
868,L
869,G
870,A
871,G
872,B
873,K
874,K
875,A
876,B
877,L
878,A
879,D
880,K
881,A
882,G
883,K
884,C
885,K
886,A
887,K
888,D
889,C
890,K
891,E
892,C
893,L
894,A
895,G
896,A
897,D
898,J
899,L
900,G
901,J
902,K
903,G
904,C
905,G
906,A
907,L
908,E
909,G
910,G
911,B
912,B
913,K
914,G
915,C
916,L
917,K
918,E
919,L
920,J
921,G
922,L
923,A
924,A
925,G
926,B
927,A
928,A
929,A
930,J
931,B
932,L
933,F
934,G
935,E
936,A
937,A
938,E
939,A
940,G
941,C
942,J
943,A
944,B
945,K
946,D
947,J
948,J
949,F
950,A
951,B
952,C
953,A
954,D
955,K
956,A
957,J
958,J
959,A
960,E
961,L
962,J
963,B
964,G
965,G
966,A
967,K
968,J
969,K
970,B
971,L
972,K
973,D
974,G
975,G
976,A
977,G
978,C
979,E
980,C
981,F
982,E
983,L
984,L
985,K
986,G
987,K
988,J
989,G
990,L
991,B
992,G
993,E
994,F
995,C
996,F
997,K
998,B
999,L
1000,K
1001,L
1002,A
1003,G
1004,E
1005,A
1006,A
1007,E
1008,A
1009,G
1010,L
1011,A
1012,K
1013,K
1014,L
1015,B
1016,E
1017,L
1018,A
1019,G
1020,C
1021,B
1022,A
1023,K
1024,K
1025,D
1026,L
1027,J
1028,K
1029,A
1030,G
1031,B
1032,G
1033,K
1034,K
1035,G
1036,L
1037,G
1038,D
1039,A
1040,C
1041,J
1042,E
1043,D
1044,B
1045,E
1046,G
1047,B
1048,C
1049,C
1050,C
1051,K
1052,D
1053,B
1054,D
1055,F
1056,L
1057,F
1058,A
1059,G
1060,D
1061,G
1062,D
1063,E
1064,A
1065,K
1066,A
1067,G
1068,E
1069,A
1070,A
1071,F
1072,J
1073,K
1074,A
1075,A
1076,K
1077,G
1078,C
1079,F
1080,L
1081,G
1082,J
1083,G
1084,L
1085,E
1086,L
1087,A
1088,C
1089,A
1090,B
1091,F
1092,C
1093,E
1094,B
1095,E
1096,E
1097,B
1098,E
1099,C
1100,L
1101,J
1102,C
1103,E
1104,A
1105,L
1106,F
1107,G
1108,B
1109,A
1110,G
1111,F
1112,F
1113,J
1114,E
1115,G
1116,K
1117,G
1118,E
1119,J
1120,C
1121,E
1122,A
1123,E
1124,G
1125,C
1126,B
1127,E
1128,B
1129,J
1130,K
1131,B
1132,E
1133,C
1134,B
1135,D
1136,E
1137,L
1138,K
1139,F
1140,E
1141,L
1142,C
1143,E
1144,B
1145,B
1146,F
1147,K
1148,K
1149,E
1150,G
1151,B
1152,E
1153,B
1154,G
1155,B
1156,K
1157,G
1158,C
1159,B
1160,B
1161,C
1162,G
1163,G
1164,L
1165,J
1166,K
1167,E
1168,B
1169,A
1170,G
1171,A
1172,E
1173,B
1174,L
1175,E
1176,A
1177,L
1178,C
1179,B
1180,J
1181,A
1182,D
1183,A
1184,E
1185,E
1186,E
1187,J
1188,G
1189,K
1190,E
1191,G
1192,E
1193,A
1194,J
1195,L
1196,J
1197,G
1198,E
1199,E
1200,L
1201,D
1202,B
1203,F
1204,D
1205,A
1206,C
1207,L
1208,C
1209,D
1210,J
1211,C
1212,A
1213,L
1214,J
1215,E
1216,C
1217,J
1218,E
1219,B
1220,B
1221,A
1222,G
1223,A
1224,K
1225,L
1226,K
1227,B
1228,J
1229,K
1230,B
1231,K
1232,K
1233,B
1234,G
1235,G
1236,F
1237,L
1238,A
1239,C
1240,B
1241,K
1242,D
1243,J
1244,E
1245,E
1246,C
1247,A
1248,A
1249,J
1250,B
1251,J
1252,G
1253,K
1254,L
1255,A
1256,E
1257,D
1258,G
1259,C
1260,J
1261,G
1262,D
1263,L
1264,E
1265,C
1266,F
1267,B
1268,B
1269,K
1270,F
1271,B
1272,F
1273,J
1274,B
1275,A
1276,G
1277,K
1278,B
1279,B
1280,K
1281,G
1282,G
1283,A
1284,C
1285,K
1286,B
1287,E
1288,G
1289,G
1290,J
1291,C
1292,G
1293,A
1294,G
1295,E
1296,F
1297,E
1298,A
1299,J
1300,B
1301,K
1302,E
1303,B
1304,B
1305,E
1306,J
1307,L
1308,G
1309,J
1310,E
1311,L
1312,B
1313,G
1314,L
1315,F
1316,E
1317,E
1318,L
1319,B
1320,G
1321,E
1322,J
1323,A
1324,E
1325,G
1326,E
1327,B
1328,A
1329,D
1330,B
1331,B
1332,D
1333,A
1334,G
1335,D
1336,G
1337,J
1338,L
1339,G
1340,D
1341,B
1342,A
1343,G
1344,B
1345,C
1346,J
1347,D
1348,J
1349,A
1350,L
1351,K
1352,A
1353,E
1354,G
1355,A
1356,J
1357,G
1358,F
1359,G
1360,L
1361,A
1362,D
1363,A
1364,K
1365,E
1366,K
1367,F
1368,K
1369,B
1370,J
1371,G
1372,A
1373,C
1374,E
1375,A
1376,B
1377,A
1378,J
1379,E
1380,E
1381,K
1382,D
1383,B
1384,A
1385,C
1386,F
1387,C
1388,D
1389,D
1390,A
1391,K
1392,E
1393,C
1394,B
1395,K
1396,L
1397,C
1398,E
1399,E
1400,E
1401,B
1402,G
1403,G
1404,A
1405,D
1406,E
1407,C
1408,G
1409,F
1410,E
1411,B
1412,A
1413,E
1414,K
1415,L
1416,K
1417,G
1418,E
1419,G
1420,A
1421,B
1422,A
1423,E
1424,K
1425,E
1426,E
1427,B
1428,B
1429,F
1430,L
1431,E
1432,K
1433,A
1434,G
1435,K
1436,E
1437,K
1438,K
1439,K
1440,B
1441,A
1442,E
1443,G
1444,K
1445,F
1446,F
1447,A
1448,G
1449,G
1450,F
1451,C
1452,J
1453,E
1454,K
1455,J
1456,L
1457,F
1458,G
1459,F
1460,A
1461,A
1462,A
1463,G
1464,E
1465,A
1466,G
1467,G
1468,G
1469,F
1470,A
1471,A
1472,K
1473,K
1474,A
1475,B
1476,F
1477,B
1478,G
1479,G
1480,E
1481,G
1482,E
1483,A
1484,J
1485,K
1486,A
1487,B
1488,A
1489,A
1490,A
1491,A
1492,G
1493,E
1494,F
1495,L
1496,G
1497,G
1498,B
1499,F
1500,C
1501,K
1502,J
1503,J
1504,G
1505,A
1506,G
1507,E
1508,A
1509,F
1510,A
1511,J
1512,L
1513,L
1514,J
1515,K
1516,A
1517,B
1518,A
1519,K
1520,F
1521,E
1522,G
1523,C
1524,B
1525,K
1526,E
1527,E
1528,A
1529,E
1530,A
1531,E
1532,E
1533,J
1534,B
1535,F
1536,E
1537,A
1538,A
1539,L
1540,B
1541,C
1542,E
1543,J
1544,D
1545,F
1546,F
1547,K
1548,E
1549,A
1550,E
1551,D
1552,A
1553,D
1554,K
1555,E
1556,J
1557,G
1558,A
1559,G
1560,B
1561,A
1562,A
1563,K
1564,K
1565,E
1566,A
1567,J
1568,C
1569,G
1570,B
1571,L
1572,B
1573,B
1574,E
1575,B
1576,D
1577,J
1578,G
1579,L
1580,J
1581,C
1582,B
1583,J
1584,C
1585,G
1586,A
1587,D
1588,E
1589,E
1590,B
1591,K
1592,C
1593,G
1594,B
1595,D
1596,E
1597,L
1598,E
1599,J
1600,A
1601,A
1602,L
1603,B
1604,L
1605,A
1606,G
1607,J
1608,E
1609,L
1610,B
1611,B
1612,G
1613,G
1614,J
1615,D
1616,D
1617,E
1618,C
1619,L
1620,A
1621,C
1622,D
1623,F
1624,K
1625,L
1626,G
1627,B
1628,F
1629,K
1630,A
1631,A
1632,A
1633,E
1634,A
1635,F
1636,L
1637,B
1638,J
1639,E
1640,B
1641,A
1642,J
1643,J
1644,K
1645,C
1646,B
1647,E
1648,F
1649,A
1650,E
1651,D
1652,G
1653,E
1654,A
1655,L
1656,A
1657,A
1658,J
1659,L
1660,A
1661,A
1662,J
1663,B
1664,F
1665,B
1666,F
1667,A
1668,G
1669,E
1670,B
1671,K
1672,G
1673,L
1674,E
1675,A
1676,G
1677,B
1678,K
1679,G
1680,A
1681,E
1682,J
1683,C
1684,K
1685,B
1686,E
1687,A
1688,A
1689,B
1690,L
1691,J
1692,A
1693,B
1694,D
1695,B
1696,B
1697,E
1698,F
1699,A
1700,L
1701,A
1702,B
1703,G
1704,B
1705,B
1706,E
1707,B
1708,C
1709,L
1710,K
1711,G
1712,F
1713,A
1714,A
1715,A
1716,L
1717,G
1718,L
1719,E
1720,G
1721,G
1722,A
1723,G
1724,B
1725,G
1726,D
1727,G
1728,B
1729,B
1730,B
1731,B
1732,C
1733,A
1734,E
1735,G
1736,B
1737,A
1738,A
1739,E
1740,B
1741,C
1742,L
1743,K
1744,E
1745,E
1746,J
1747,B
1748,E
1749,K
1750,G
1751,A
1752,E
1753,D
1754,L
1755,K
1756,B
1757,E
1758,E
1759,E
1760,E
1761,D
1762,G
1763,C
1764,C
1765,B
1766,B
1767,B
1768,G
1769,C
1770,J
1771,E
1772,K
1773,L
1774,D
1775,B
1776,L
1777,A
1778,B
1779,B
1780,B
1781,K
1782,G
1783,F
1784,L
1785,E
1786,B
1787,B
1788,C
1789,A
1790,C
1791,D
1792,G
1793,B
1794,L
1795,B
1796,K
1797,B
1798,D
1799,A
1800,B
1801,J
1802,C
1803,A
1804,D
1805,B
1806,G
1807,G
1808,A
1809,A
1810,G
1811,G
1812,J
1813,G
1814,F
1815,L
1816,F
1817,D
1818,E
1819,L
1820,E
1821,J
1822,K
1823,B
1824,L
1825,B
1826,J
1827,E
1828,G
1829,E
1830,E
1831,B
1832,D
1833,E
1834,G
1835,B
1836,A
1837,J
1838,B
1839,A
1840,B
1841,A
1842,G
1843,B
1844,K
1845,A
1846,A
1847,B
1848,L
1849,K
1850,G
1851,C
1852,B
1853,G
1854,L
1855,A
1856,A
1857,D
1858,K
1859,G
1860,E
1861,A
1862,A
1863,K
1864,B
1865,G
1866,F
1867,J
1868,C
1869,L
1870,J
1871,A
1872,G
1873,C
1874,B
1875,E
1876,D
1877,G
1878,E
1879,B
1880,C
1881,E
1882,E
1883,K
1884,A
1885,B
1886,A
1887,G
1888,E
1889,D
1890,A
1891,K
1892,B
1893,D
1894,K
1895,K
1896,B
1897,J
1898,K
1899,G
1900,E
1901,C
1902,A
1903,G
1904,B
1905,E
1906,E
1907,D
1908,A
1909,E
1910,K
1911,A
1912,A
1913,J
1914,K
1915,D
1916,E
1917,A
1918,L
1919,J
1920,E
1921,L
1922,B
1923,G
1924,E
1925,C
1926,E
1927,F
1928,A
1929,A
1930,D
1931,B
1932,A
1933,G
1934,F
1935,A
1936,E
1937,C
1938,D
1939,B
1940,K
1941,C
1942,G
1943,J
1944,C
1945,J
1946,E
1947,A
1948,J
1949,K
1950,B
1951,L
1952,C
1953,D
1954,A
1955,B
1956,C
1957,G
1958,G
1959,D
1960,C
1961,B
1962,E
1963,D
1964,E
1965,F
1966,E
1967,A
1968,L
1969,G
1970,A
1971,A
1972,E
1973,C
1974,A
1975,E
1976,E
1977,G
1978,K
1979,E
1980,C
1981,J
1982,B
1983,F
1984,G
1985,B
1986,A
1987,B
1988,B
1989,G
1990,D
1991,K
1992,B
1993,E
1994,J
1995,A
1996,L
1997,B
1998,E
1999,B
2000,B
2001,G
2002,B
2003,E
2004,D
2005,K
2006,L
2007,E
2008,E
2009,C
2010,E
2011,A
2012,L
2013,B
2014,A
2015,A
2016,F
2017,A
2018,G
2019,C
2020,K
2021,D
2022,F
2023,E
2024,G
2025,A
2026,K
2027,J
2028,K
2029,L
2030,B
2031,L
2032,C
2033,C
2034,B
2035,K
2036,C
2037,E
2038,K
2039,B
2040,J
2041,K
2042,J
2043,K
2044,B
2045,A
2046,L
2047,B
2048,G
2049,G
2050,J
2051,J
2052,K
2053,G
2054,G
2055,D
2056,L
2057,K
2058,A
2059,B
2060,G
2061,A
2062,G
2063,D
2064,K
2065,C
2066,A
2067,L
2068,F
2069,G
2070,D
2071,C
2072,D
2073,F
2074,E
2075,J
2076,K
2077,E
2078,E
2079,L
2080,C
2081,B
2082,E
2083,B
2084,A
2085,G
2086,E
2087,K
2088,K
2089,K
2090,G
2091,F
2092,A
2093,E
2094,E
2095,B
2096,C
2097,E
2098,D
2099,D
2100,A
2101,K
2102,B
2103,E
2104,L
2105,J
2106,K
2107,E
2108,F
2109,F
2110,E
2111,C
2112,L
2113,E
2114,F
2115,G
2116,B
2117,B
2118,D
2119,F
2120,E
2121,L
2122,K
2123,B
2124,K
2125,E
2126,A
2127,J
2128,L
2129,D
2130,J
2131,L
2132,J
2133,C
2134,D
2135,C
2136,G
2137,A
2138,E
2139,L
2140,G
2141,C
2142,C
2143,E
2144,C
2145,D
2146,A
2147,B
2148,E
2149,E
2150,C
2151,B
2152,E
2153,F
2154,L
2155,E
2156,E
2157,G
2158,B
2159,E
2160,A
2161,B
2162,E
2163,A
2164,B
2165,G
2166,K
2167,G
2168,A
2169,G
2170,K
2171,B
2172,B
2173,L
2174,E
2175,K
2176,C
2177,L
2178,A
2179,B
2180,E
2181,C
2182,B
2183,A
2184,K
2185,C
2186,B
2187,J
2188,A
2189,L
2190,A
2191,A
2192,E
2193,K
2194,E
2195,E
2196,G
2197,C
2198,J
2199,A
2200,C
2201,G
2202,A
2203,E
2204,A
2205,C
2206,G
2207,E
2208,K
2209,B
2210,B
2211,A
2212,G
2213,G
2214,C
2215,L
2216,E
2217,F
2218,E
2219,B
2220,F
2221,B
2222,D
2223,B
2224,B
2225,E
2226,A
2227,G
2228,K
2229,A
2230,K
2231,B
2232,E
2233,A
2234,A
2235,L
2236,L
2237,E
2238,A
2239,K
2240,D
2241,A
2242,E
2243,B
2244,A
2245,J
2246,B
2247,F
2248,A
2249,A
2250,D
2251,E
2252,A
2253,A
2254,B
2255,F
2256,A
2257,D
2258,E
2259,L
2260,D
2261,J
2262,G
2263,B
2264,A
2265,A
2266,J
2267,E
2268,D
2269,L
2270,B
2271,A
2272,B
2273,L
2274,A
2275,J
2276,L
2277,D
2278,F
2279,K
2280,K
2281,A
2282,J
2283,B
2284,K
2285,L
2286,G
2287,B
2288,B
2289,L
2290,F
2291,E
2292,K
2293,C
2294,A
2295,K
2296,G
2297,C
2298,F
2299,B
2300,B
2301,E
2302,G
2303,G
2304,C
2305,B
2306,B
2307,E
2308,G
2309,A
2310,G
2311,C
2312,G
2313,B
2314,A
2315,F
2316,A
2317,B
2318,E
2319,B
2320,D
2321,K
2322,G
2323,A
2324,E
2325,L
2326,F
2327,A
2328,G
2329,E
2330,L
2331,F
2332,A
2333,E
2334,D
2335,B
2336,J
2337,A
2338,G
2339,L
2340,F
2341,J
2342,K
2343,G
2344,G
2345,A
2346,K
2347,F
2348,G
2349,D
2350,B
2351,G
2352,K
2353,E
2354,K
2355,A
2356,J
2357,E
2358,G
2359,L
2360,E
2361,B
2362,D
2363,B
2364,C
2365,D
2366,K
2367,K
2368,G
2369,K
2370,D
2371,G
2372,C
2373,L
2374,B
2375,D
2376,D
2377,A
2378,C
2379,J
2380,B
2381,L
2382,J
2383,G
2384,A
2385,F
2386,G
2387,E
2388,D
2389,G
2390,D
2391,G
2392,G
2393,K
2394,L
2395,A
2396,J
2397,E
2398,G
2399,A
2400,A
2401,L
2402,K
2403,F
2404,E
2405,K
2406,K
2407,B
2408,E
2409,C
2410,E
2411,A
2412,K
2413,A
2414,A
2415,C
2416,A
2417,K
2418,J
2419,E
2420,B
2421,E
2422,A
2423,A
2424,J
2425,E
2426,A
2427,K
2428,C
2429,K
2430,E
2431,C
2432,K
2433,E
2434,K
2435,J
2436,G
2437,J
2438,K
2439,A
2440,E
2441,G
2442,E
2443,D
2444,G
2445,A
2446,F
2447,K
2448,K
2449,L
2450,K
2451,D
2452,E
2453,L
2454,G
2455,A
2456,G
2457,L
2458,K
2459,A
2460,D
2461,A
2462,E
2463,G
2464,G
2465,J
2466,E
2467,J
2468,A
2469,G
2470,E
2471,B
2472,B
2473,E
2474,L
2475,K
2476,L
2477,E
2478,E
2479,A
2480,L
2481,L
2482,B
2483,A
2484,E
2485,E
2486,A
2487,F
2488,G
2489,G
2490,C
2491,A
2492,L
2493,E
2494,E
2495,K
2496,K
2497,L
2498,J
2499,K
2500,A
2501,A
2502,E
2503,G
2504,J
2505,D
2506,E
2507,J
2508,A
2509,L
2510,E
2511,J
2512,E
2513,E
2514,J
2515,E
2516,J
2517,E
2518,K
2519,G
2520,L
2521,G
2522,G
2523,B
2524,A
2525,A
2526,A
2527,A
2528,B
2529,K
2530,D
2531,J
2532,K
2533,B
2534,A
2535,D
2536,J
2537,C
2538,B
2539,E
2540,E
2541,A
2542,G
2543,A
2544,C
2545,A
2546,G
2547,G
2548,A
2549,L
2550,K
2551,D
2552,B
2553,K
2554,K
2555,E
2556,B
2557,A
2558,D
2559,G
2560,A
2561,L
2562,A
2563,L
2564,L
2565,C
2566,G
2567,A
2568,K
2569,D
2570,F
2571,E
2572,G
2573,J
2574,E
2575,F
2576,F
2577,A
2578,F
2579,B
2580,C
2581,E
2582,A
2583,J
2584,A
2585,E
2586,L
2587,E
2588,D
2589,K
2590,A
2591,J
2592,C
2593,L
2594,B
2595,A
2596,A
2597,A
2598,E
2599,E
2600,B
2601,E
2602,E
2603,G
2604,C
2605,E
2606,A
2607,B
2608,B
2609,G
2610,A
2611,A
2612,L
2613,D
2614,E
2615,E
2616,C
2617,A
2618,B
2619,F
2620,B
2621,A
2622,G
2623,B
2624,B
2625,C
2626,G
2627,A
2628,A
2629,G
2630,A
2631,G
2632,E
2633,K
2634,A
2635,L
2636,C
2637,A
2638,E
2639,K
2640,K
2641,G
2642,A
2643,A
2644,K
2645,J
2646,B
2647,B
2648,B
2649,G
2650,A
2651,E
2652,A
2653,K
2654,A
2655,G
2656,A
2657,J
2658,J
2659,G
2660,E
2661,A
2662,A
2663,B
2664,G
2665,A
2666,L
2667,F
2668,D
2669,J
2670,B
2671,B
2672,A
2673,K
2674,K
2675,B
2676,L
2677,G
2678,J
2679,E
2680,C
2681,E
2682,G
2683,B
2684,J
2685,F
2686,G
2687,L
2688,F
2689,A
2690,B
2691,K
2692,B
2693,A
2694,A
2695,K
2696,A
2697,A
2698,J
2699,A
2700,G
2701,K
2702,B
2703,G
2704,B
2705,B
2706,D
2707,B
2708,B
2709,E
2710,A
2711,A
2712,E
2713,E
2714,F
2715,J
2716,K
2717,G
2718,B
2719,C
2720,C
2721,E
2722,B
2723,A
2724,B
2725,J
2726,J
2727,K
2728,G
2729,K
2730,L
2731,D
2732,B
2733,K
2734,D
2735,J
2736,J
2737,L
2738,A
2739,J
2740,A
2741,E
2742,A
2743,F
2744,G
2745,G
2746,C
2747,E
2748,B
2749,E
2750,G
2751,C
2752,L
2753,K
2754,G
2755,L
2756,A
2757,A
2758,A
2759,J
2760,G
2761,A
2762,F
2763,C
2764,G
2765,C
2766,D
2767,G
2768,G
2769,C
2770,B
2771,B
2772,K
2773,J
2774,L
2775,C
2776,L
2777,G
2778,J
2779,K
2780,C
2781,D
2782,A
2783,A
2784,A
2785,E
2786,B
2787,E
2788,F
2789,D
2790,L
2791,E
2792,G
2793,B
2794,E
2795,C
2796,L
2797,B
2798,E
2799,K
2800,A
2801,A
2802,A
2803,A
2804,G
2805,A
2806,E
2807,F
2808,G
2809,E
2810,G
2811,K
2812,G
2813,L
2814,G
2815,E
2816,E
2817,B
2818,K
2819,C
2820,B
2821,E
2822,E
2823,F
2824,E
2825,A
2826,F
2827,L
2828,G
2829,B
2830,B
2831,G
2832,E
2833,G
2834,F
2835,K
2836,B
2837,J
2838,D
2839,E
2840,B
2841,E
2842,B
2843,A
2844,F
2845,B
2846,K
2847,G
2848,C
2849,E
2850,C
2851,F
2852,C
2853,L
2854,A
2855,J
2856,A
2857,A
2858,G
2859,A
2860,B
2861,J
2862,K
2863,A
2864,G
2865,A
2866,G
2867,A
2868,E
2869,B
2870,A
2871,L
2872,C
2873,A
2874,B
2875,K
2876,K
2877,J
2878,A
2879,K
2880,A
2881,B
2882,C
2883,B
2884,B
2885,J
2886,G
2887,G
2888,E
2889,G
2890,C
2891,F
2892,E
2893,A
2894,J
2895,C
2896,G
2897,K
2898,A
2899,E
2900,A
2901,A
2902,G
2903,E
2904,G
2905,E
2906,E
2907,G
2908,F
2909,C
2910,A
2911,B
2912,E
2913,K
2914,B
2915,B
2916,A
2917,F
2918,J
2919,A
2920,G
2921,J
2922,F
2923,B
2924,K
2925,D
2926,F
2927,B
2928,A
2929,K
2930,B
2931,A
2932,B
2933,G
2934,E
2935,B
2936,F
2937,J
2938,E
2939,J
2940,G
2941,L
2942,E
2943,E
2944,A
2945,E
2946,L
2947,K
2948,G
2949,K
2950,A
2951,B
2952,K
2953,J
2954,F
2955,C
2956,B
2957,A
2958,L
2959,A
2960,E
2961,A
2962,L
2963,L
2964,D
2965,G
2966,K
2967,B
2968,E
2969,G
2970,K
2971,C
2972,J
2973,A
2974,B
2975,G
2976,E
2977,G
2978,B
2979,A
2980,L
2981,B
2982,A
2983,A
2984,C
2985,L
2986,A
2987,C
2988,A
2989,A
2990,G
2991,F
2992,A
2993,D
2994,B
2995,E
2996,D
2997,K
